LINK,WORD,LANGUAGE
odpowiedział/common_voice_pl_20910516.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20612518.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20704705.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20719395.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20754128.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20688597.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21651850.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20622871.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21087597.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20780923.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20624101.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20689655.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21291100.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20779613.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20651699.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20633930.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20646386.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20620961.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20618398.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20617045.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20611649.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20697426.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20753916.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20615050.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21925086.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20747682.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20616499.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20693390.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20674856.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20633114.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20663921.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20787152.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20613807.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20697338.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20611927.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20772820.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20642390.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20642420.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21087583.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20771350.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20644214.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20749215.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20607701.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20642579.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20632651.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20693753.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20630001.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20638204.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21654585.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20750898.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21642745.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20681156.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20620681.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20617369.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20606993.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21076766.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20672642.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20650975.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20711503.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20673088.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21644808.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20613986.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20711423.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20613815.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20711333.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20844082.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20622261.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21752722.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20611884.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20704593.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20618424.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20672711.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20752876.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20698049.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20622686.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20712305.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20678426.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20662046.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20738476.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20612742.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20684576.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20604382.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20685117.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20629462.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20674677.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20618024.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20635363.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20676750.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20715304.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20770634.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20646931.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20682971.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20736716.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20723689.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20638782.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20667669.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20686265.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20640229.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20660961.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20650766.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20643577.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20848921.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20638804.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20619944.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21658874.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20712127.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20615558.opus,odpowiedział,pl
odpowiedział/common_voice_pl_22072866.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20708953.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20607843.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20608860.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20554762.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20608324.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20651871.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20642556.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20554682.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20660115.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20620040.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20672655.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20653445.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20816235.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20609759.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20816282.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20876406.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20888311.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20649007.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20654717.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20778709.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20605025.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20762187.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20781037.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20611193.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20947851.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20619999.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20623976.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20694152.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20708512.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20880838.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20610829.opus,odpowiedział,pl
dziwożona/common_voice_pl_20711956.opus,dziwożona,pl
dziwożona/common_voice_pl_20775425.opus,dziwożona,pl
dziwożona/common_voice_pl_20665147.opus,dziwożona,pl
dziwożona/common_voice_pl_20623961.opus,dziwożona,pl
dziwożona/common_voice_pl_20616492.opus,dziwożona,pl
dziwożona/common_voice_pl_20604232.opus,dziwożona,pl
dziwożona/common_voice_pl_20710528.opus,dziwożona,pl
dziwożona/common_voice_pl_20664596.opus,dziwożona,pl
dziwożona/common_voice_pl_21714575.opus,dziwożona,pl
dziwożona/common_voice_pl_20751195.opus,dziwożona,pl
dziwożona/common_voice_pl_20726830.opus,dziwożona,pl
dziwożona/common_voice_pl_20742238.opus,dziwożona,pl
dziwożona/common_voice_pl_20689976.opus,dziwożona,pl
dziwożona/common_voice_pl_20673473.opus,dziwożona,pl
dziwożona/common_voice_pl_20736887.opus,dziwożona,pl
dziwożona/common_voice_pl_20617549.opus,dziwożona,pl
dziwożona/common_voice_pl_20608727.opus,dziwożona,pl
dziwożona/common_voice_pl_20614962.opus,dziwożona,pl
dziwożona/common_voice_pl_20633587.opus,dziwożona,pl
dziwożona/common_voice_pl_20693586.opus,dziwożona,pl
dziwożona/common_voice_pl_20749237.opus,dziwożona,pl
dziwożona/common_voice_pl_20638836.opus,dziwożona,pl
dziwożona/common_voice_pl_20703366.opus,dziwożona,pl
dziwożona/common_voice_pl_20662089.opus,dziwożona,pl
dziwożona/common_voice_pl_20611124.opus,dziwożona,pl
dziwożona/common_voice_pl_20642715.opus,dziwożona,pl
dziwożona/common_voice_pl_20797318.opus,dziwożona,pl
dziwożona/common_voice_pl_20631304.opus,dziwożona,pl
dziwożona/common_voice_pl_20641853.opus,dziwożona,pl
dziwożona/common_voice_pl_20762757.opus,dziwożona,pl
dziwożona/common_voice_pl_20652532.opus,dziwożona,pl
dziwożona/common_voice_pl_20671113.opus,dziwożona,pl
dziwożona/common_voice_pl_20609383.opus,dziwożona,pl
dziwożona/common_voice_pl_20642566.opus,dziwożona,pl
dziwożona/common_voice_pl_20684428.opus,dziwożona,pl
dziwożona/common_voice_pl_20700044.opus,dziwożona,pl
dziwożona/common_voice_pl_20709937.opus,dziwożona,pl
dziwożona/common_voice_pl_20693312.opus,dziwożona,pl
dziwożona/common_voice_pl_20713760.opus,dziwożona,pl
dziwożona/common_voice_pl_20619829.opus,dziwożona,pl
dziwożona/common_voice_pl_20776585.opus,dziwożona,pl
dziwożona/common_voice_pl_20775772.opus,dziwożona,pl
dziwożona/common_voice_pl_20611373.opus,dziwożona,pl
dziwożona/common_voice_pl_20638535.opus,dziwożona,pl
dziwożona/common_voice_pl_20790290.opus,dziwożona,pl
dziwożona/common_voice_pl_20613296.opus,dziwożona,pl
dziwożona/common_voice_pl_20775966.opus,dziwożona,pl
dziwożona/common_voice_pl_20643070.opus,dziwożona,pl
dziwożona/common_voice_pl_20652450.opus,dziwożona,pl
dziwożona/common_voice_pl_20712078.opus,dziwożona,pl
dziwożona/common_voice_pl_20676024.opus,dziwożona,pl
dziwożona/common_voice_pl_20698842.opus,dziwożona,pl
dziwożona/common_voice_pl_20708550.opus,dziwożona,pl
dziwożona/common_voice_pl_20633353.opus,dziwożona,pl
dziwożona/common_voice_pl_20811209.opus,dziwożona,pl
dziwożona/common_voice_pl_20717651.opus,dziwożona,pl
dziwożona/common_voice_pl_20625577.opus,dziwożona,pl
dziwożona/common_voice_pl_20613073.opus,dziwożona,pl
dziwożona/common_voice_pl_20625769.opus,dziwożona,pl
dziwożona/common_voice_pl_20745626.opus,dziwożona,pl
dziwożona/common_voice_pl_20652470.opus,dziwożona,pl
dziwożona/common_voice_pl_20618945.opus,dziwożona,pl
dziwożona/common_voice_pl_20713687.opus,dziwożona,pl
dziwożona/common_voice_pl_20689946.opus,dziwożona,pl
dziwożona/common_voice_pl_20671013.opus,dziwożona,pl
dziwożona/common_voice_pl_20613120.opus,dziwożona,pl
dziwożona/common_voice_pl_20607651.opus,dziwożona,pl
dziwożona/common_voice_pl_20652069.opus,dziwożona,pl
dziwożona/common_voice_pl_20616109.opus,dziwożona,pl
dziwożona/common_voice_pl_20684661.opus,dziwożona,pl
dziwożona/common_voice_pl_20785938.opus,dziwożona,pl
dziwożona/common_voice_pl_20671397.opus,dziwożona,pl
dziwożona/common_voice_pl_20776482.opus,dziwożona,pl
dziwożona/common_voice_pl_20790734.opus,dziwożona,pl
dziwożona/common_voice_pl_20624004.opus,dziwożona,pl
dziwożona/common_voice_pl_20632559.opus,dziwożona,pl
dziwożona/common_voice_pl_20771554.opus,dziwożona,pl
dziwożona/common_voice_pl_20607927.opus,dziwożona,pl
dziwożona/common_voice_pl_20795244.opus,dziwożona,pl
dziwożona/common_voice_pl_20686788.opus,dziwożona,pl
dziwożona/common_voice_pl_20700310.opus,dziwożona,pl
dziwożona/common_voice_pl_20680922.opus,dziwożona,pl
dziwożona/common_voice_pl_20604796.opus,dziwożona,pl
dziwożona/common_voice_pl_20611846.opus,dziwożona,pl
dziwożona/common_voice_pl_20636934.opus,dziwożona,pl
dziwożona/common_voice_pl_20630009.opus,dziwożona,pl
dziwożona/common_voice_pl_20657022.opus,dziwożona,pl
dziwożona/common_voice_pl_20670104.opus,dziwożona,pl
dziwożona/common_voice_pl_20770768.opus,dziwożona,pl
dziwożona/common_voice_pl_20639656.opus,dziwożona,pl
dziwożona/common_voice_pl_20629990.opus,dziwożona,pl
dziwożona/common_voice_pl_20713646.opus,dziwożona,pl
dziwożona/common_voice_pl_20619657.opus,dziwożona,pl
dziwożona/common_voice_pl_20634082.opus,dziwożona,pl
dziwożona/common_voice_pl_20631192.opus,dziwożona,pl
dziwożona/common_voice_pl_20776457.opus,dziwożona,pl
dziwożona/common_voice_pl_20709522.opus,dziwożona,pl
dziwożona/common_voice_pl_20609798.opus,dziwożona,pl
dziwożona/common_voice_pl_20776627.opus,dziwożona,pl
dziwożona/common_voice_pl_20649035.opus,dziwożona,pl
dziwożona/common_voice_pl_20555747.opus,dziwożona,pl
dziwożona/common_voice_pl_20689445.opus,dziwożona,pl
dziwożona/common_voice_pl_20613260.opus,dziwożona,pl
dziwożona/common_voice_pl_20783134.opus,dziwożona,pl
dziwożona/common_voice_pl_20616566.opus,dziwożona,pl
dziwożona/common_voice_pl_20648881.opus,dziwożona,pl
dziwożona/common_voice_pl_20612065.opus,dziwożona,pl
dziwożona/common_voice_pl_20718606.opus,dziwożona,pl
dziwożona/common_voice_pl_20764212.opus,dziwożona,pl
dziwożona/common_voice_pl_20605073.opus,dziwożona,pl
dziwożona/common_voice_pl_20690216.opus,dziwożona,pl
dziwożona/common_voice_pl_20671385.opus,dziwożona,pl
dziwożona/common_voice_pl_20707701.opus,dziwożona,pl
dziwożona/common_voice_pl_20647907.opus,dziwożona,pl
dziwożona/common_voice_pl_20608753.opus,dziwożona,pl
dziwożona/common_voice_pl_20693849.opus,dziwożona,pl
dziwożona/common_voice_pl_20642703.opus,dziwożona,pl
dziwożona/common_voice_pl_20753928.opus,dziwożona,pl
dziwożona/common_voice_pl_20684002.opus,dziwożona,pl
dziwożona/common_voice_pl_20628772.opus,dziwożona,pl
dziwożona/common_voice_pl_20611856.opus,dziwożona,pl
dziwożona/common_voice_pl_20745367.opus,dziwożona,pl
dziwożona/common_voice_pl_20634044.opus,dziwożona,pl
dziwożona/common_voice_pl_20741579.opus,dziwożona,pl
dziwożona/common_voice_pl_20658184.opus,dziwożona,pl
dziwożona/common_voice_pl_20730843.opus,dziwożona,pl
dziwożona/common_voice_pl_20636109.opus,dziwożona,pl
dziwożona/common_voice_pl_20672658.opus,dziwożona,pl
dziwożona/common_voice_pl_20623709.opus,dziwożona,pl
dziwożona/common_voice_pl_20651882.opus,dziwożona,pl
dziwożona/common_voice_pl_20671533.opus,dziwożona,pl
dziwożona/common_voice_pl_20874641.opus,dziwożona,pl
dziwożona/common_voice_pl_20745285.opus,dziwożona,pl
dziwożona/common_voice_pl_20654259.opus,dziwożona,pl
dziwożona/common_voice_pl_20779411.opus,dziwożona,pl
dziwożona/common_voice_pl_20751757.opus,dziwożona,pl
dziwożona/common_voice_pl_20609239.opus,dziwożona,pl
dziwożona/common_voice_pl_20608947.opus,dziwożona,pl
dziwożona/common_voice_pl_20680775.opus,dziwożona,pl
dziwożona/common_voice_pl_20710854.opus,dziwożona,pl
dziwożona/common_voice_pl_20555717.opus,dziwożona,pl
dziwożona/common_voice_pl_20677767.opus,dziwożona,pl
dziwożona/common_voice_pl_20641645.opus,dziwożona,pl
dziwożona/common_voice_pl_20656014.opus,dziwożona,pl
dziwożona/common_voice_pl_20615937.opus,dziwożona,pl
dziwożona/common_voice_pl_20644728.opus,dziwożona,pl
dziwożona/common_voice_pl_20701796.opus,dziwożona,pl
dziwożona/common_voice_pl_20660813.opus,dziwożona,pl
dziwożona/common_voice_pl_20695203.opus,dziwożona,pl
dziwożona/common_voice_pl_20622183.opus,dziwożona,pl
dziwożona/common_voice_pl_20964352.opus,dziwożona,pl
dziwożona/common_voice_pl_20614239.opus,dziwożona,pl
dziwożona/common_voice_pl_20621877.opus,dziwożona,pl
dziwożona/common_voice_pl_20621917.opus,dziwożona,pl
dziwożona/common_voice_pl_20647075.opus,dziwożona,pl
dziwożona/common_voice_pl_20752828.opus,dziwożona,pl
dziwożona/common_voice_pl_20724713.opus,dziwożona,pl
dziwożona/common_voice_pl_20691076.opus,dziwożona,pl
dziwożona/common_voice_pl_20617247.opus,dziwożona,pl
dziwożona/common_voice_pl_20777114.opus,dziwożona,pl
dziwożona/common_voice_pl_20676249.opus,dziwożona,pl
dziwożona/common_voice_pl_20758816.opus,dziwożona,pl
dziwożona/common_voice_pl_20610096.opus,dziwożona,pl
dziwożona/common_voice_pl_20699377.opus,dziwożona,pl
dziwożona/common_voice_pl_20611160.opus,dziwożona,pl
dziwożona/common_voice_pl_20620231.opus,dziwożona,pl
dziwożona/common_voice_pl_20771363.opus,dziwożona,pl
dziwożona/common_voice_pl_20614758.opus,dziwożona,pl
dziwożona/common_voice_pl_20676597.opus,dziwożona,pl
dziwożona/common_voice_pl_20749261.opus,dziwożona,pl
dziwożona/common_voice_pl_20726880.opus,dziwożona,pl
dziwożona/common_voice_pl_20630445.opus,dziwożona,pl
dziwożona/common_voice_pl_20611186.opus,dziwożona,pl
dziwożona/common_voice_pl_20719313.opus,dziwożona,pl
dziwożona/common_voice_pl_20637415.opus,dziwożona,pl
dziwożona/common_voice_pl_20806715.opus,dziwożona,pl
dziwożona/common_voice_pl_20612749.opus,dziwożona,pl
dziwożona/common_voice_pl_20637446.opus,dziwożona,pl
dziwożona/common_voice_pl_20615313.opus,dziwożona,pl
dziwożona/common_voice_pl_20645184.opus,dziwożona,pl
dziwożona/common_voice_pl_20770788.opus,dziwożona,pl
dziwożona/common_voice_pl_20650828.opus,dziwożona,pl
dziwożona/common_voice_pl_20555040.opus,dziwożona,pl
dziwożona/common_voice_pl_20689403.opus,dziwożona,pl
dziwożona/common_voice_pl_20711347.opus,dziwożona,pl
dziwożona/common_voice_pl_20604270.opus,dziwożona,pl
dziwożona/common_voice_pl_20612866.opus,dziwożona,pl
dziwożona/common_voice_pl_20613542.opus,dziwożona,pl
dziwożona/common_voice_pl_20660126.opus,dziwożona,pl
dziwożona/common_voice_pl_20636741.opus,dziwożona,pl
dziwożona/common_voice_pl_20643150.opus,dziwożona,pl
dziwożona/common_voice_pl_20622459.opus,dziwożona,pl
dziwożona/common_voice_pl_20664919.opus,dziwożona,pl
dziwożona/common_voice_pl_20604940.opus,dziwożona,pl
dziwożona/common_voice_pl_20711588.opus,dziwożona,pl
dziwożona/common_voice_pl_20711633.opus,dziwożona,pl
dziwożona/common_voice_pl_20638908.opus,dziwożona,pl
dziwożona/common_voice_pl_20643683.opus,dziwożona,pl
dziwożona/common_voice_pl_20647047.opus,dziwożona,pl
dziwożona/common_voice_pl_20644304.opus,dziwożona,pl
jednoręki/common_voice_pl_20623860.opus,jednoręki,pl
jednoręki/common_voice_pl_20612580.opus,jednoręki,pl
jednoręki/common_voice_pl_20641593.opus,jednoręki,pl
jednoręki/common_voice_pl_20647109.opus,jednoręki,pl
jednoręki/common_voice_pl_20748178.opus,jednoręki,pl
jednoręki/common_voice_pl_20638628.opus,jednoręki,pl
jednoręki/common_voice_pl_20618900.opus,jednoręki,pl
jednoręki/common_voice_pl_20683905.opus,jednoręki,pl
jednoręki/common_voice_pl_20650183.opus,jednoręki,pl
jednoręki/common_voice_pl_20775743.opus,jednoręki,pl
jednoręki/common_voice_pl_20650891.opus,jednoręki,pl
jednoręki/common_voice_pl_20712476.opus,jednoręki,pl
jednoręki/common_voice_pl_20619962.opus,jednoręki,pl
jednoręki/common_voice_pl_20642743.opus,jednoręki,pl
jednoręki/common_voice_pl_20697206.opus,jednoręki,pl
jednoręki/common_voice_pl_20707626.opus,jednoręki,pl
jednoręki/common_voice_pl_20632026.opus,jednoręki,pl
jednoręki/common_voice_pl_20606987.opus,jednoręki,pl
jednoręki/common_voice_pl_20736704.opus,jednoręki,pl
jednoręki/common_voice_pl_20613369.opus,jednoręki,pl
jednoręki/common_voice_pl_20656021.opus,jednoręki,pl
jednoręki/common_voice_pl_20625304.opus,jednoręki,pl
jednoręki/common_voice_pl_20610026.opus,jednoręki,pl
jednoręki/common_voice_pl_20797431.opus,jednoręki,pl
jednoręki/common_voice_pl_20636784.opus,jednoręki,pl
jednoręki/common_voice_pl_20613877.opus,jednoręki,pl
jednoręki/common_voice_pl_20680950.opus,jednoręki,pl
jednoręki/common_voice_pl_20654192.opus,jednoręki,pl
jednoręki/common_voice_pl_20621085.opus,jednoręki,pl
jednoręki/common_voice_pl_20653361.opus,jednoręki,pl
jednoręki/common_voice_pl_20689067.opus,jednoręki,pl
jednoręki/common_voice_pl_20862126.opus,jednoręki,pl
jednoręki/common_voice_pl_20671392.opus,jednoręki,pl
jednoręki/common_voice_pl_20606209.opus,jednoręki,pl
jednoręki/common_voice_pl_20619725.opus,jednoręki,pl
jednoręki/common_voice_pl_20624652.opus,jednoręki,pl
jednoręki/common_voice_pl_20701211.opus,jednoręki,pl
jednoręki/common_voice_pl_20623039.opus,jednoręki,pl
jednoręki/common_voice_pl_20609909.opus,jednoręki,pl
jednoręki/common_voice_pl_20681021.opus,jednoręki,pl
jednoręki/common_voice_pl_20918922.opus,jednoręki,pl
jednoręki/common_voice_pl_20613163.opus,jednoręki,pl
jednoręki/common_voice_pl_20747081.opus,jednoręki,pl
jednoręki/common_voice_pl_20665037.opus,jednoręki,pl
jednoręki/common_voice_pl_20617186.opus,jednoręki,pl
jednoręki/common_voice_pl_20716597.opus,jednoręki,pl
jednoręki/common_voice_pl_20609504.opus,jednoręki,pl
jednoręki/common_voice_pl_20775461.opus,jednoręki,pl
jednoręki/common_voice_pl_20698153.opus,jednoręki,pl
jednoręki/common_voice_pl_20614091.opus,jednoręki,pl
jednoręki/common_voice_pl_20558765.opus,jednoręki,pl
jednoręki/common_voice_pl_20606728.opus,jednoręki,pl
jednoręki/common_voice_pl_20719191.opus,jednoręki,pl
jednoręki/common_voice_pl_20728700.opus,jednoręki,pl
jednoręki/common_voice_pl_20605620.opus,jednoręki,pl
jednoręki/common_voice_pl_20648208.opus,jednoręki,pl
jednoręki/common_voice_pl_20646029.opus,jednoręki,pl
jednoręki/common_voice_pl_20757839.opus,jednoręki,pl
jednoręki/common_voice_pl_20667772.opus,jednoręki,pl
jednoręki/common_voice_pl_20871423.opus,jednoręki,pl
jednoręki/common_voice_pl_20690062.opus,jednoręki,pl
jednoręki/common_voice_pl_20741553.opus,jednoręki,pl
jednoręki/common_voice_pl_20613937.opus,jednoręki,pl
jednoręki/common_voice_pl_20765385.opus,jednoręki,pl
jednoręki/common_voice_pl_20742126.opus,jednoręki,pl
jednoręki/common_voice_pl_20744584.opus,jednoręki,pl
jednoręki/common_voice_pl_20621404.opus,jednoręki,pl
jednoręki/common_voice_pl_20712133.opus,jednoręki,pl
jednoręki/common_voice_pl_20669857.opus,jednoręki,pl
jednoręki/common_voice_pl_20609398.opus,jednoręki,pl
jednoręki/common_voice_pl_20614598.opus,jednoręki,pl
jednoręki/common_voice_pl_20626585.opus,jednoręki,pl
jednoręki/common_voice_pl_20619008.opus,jednoręki,pl
jednoręki/common_voice_pl_20698432.opus,jednoręki,pl
jednoręki/common_voice_pl_20730739.opus,jednoręki,pl
jednoręki/common_voice_pl_20653346.opus,jednoręki,pl
jednoręki/common_voice_pl_20608643.opus,jednoręki,pl
jednoręki/common_voice_pl_20629477.opus,jednoręki,pl
jednoręki/common_voice_pl_20619649.opus,jednoręki,pl
jednoręki/common_voice_pl_20632686.opus,jednoręki,pl
jednoręki/common_voice_pl_20633574.opus,jednoręki,pl
jednoręki/common_voice_pl_20639010.opus,jednoręki,pl
jednoręki/common_voice_pl_20677174.opus,jednoręki,pl
jednoręki/common_voice_pl_20616925.opus,jednoręki,pl
jednoręki/common_voice_pl_20776150.opus,jednoręki,pl
jednoręki/common_voice_pl_20651503.opus,jednoręki,pl
jednoręki/common_voice_pl_20638414.opus,jednoręki,pl
jednoręki/common_voice_pl_20641815.opus,jednoręki,pl
jednoręki/common_voice_pl_20944907.opus,jednoręki,pl
jednoręki/common_voice_pl_20643647.opus,jednoręki,pl
jednoręki/common_voice_pl_20629777.opus,jednoręki,pl
jednoręki/common_voice_pl_20648068.opus,jednoręki,pl
jednoręki/common_voice_pl_20618838.opus,jednoręki,pl
jednoręki/common_voice_pl_20640172.opus,jednoręki,pl
jednoręki/common_voice_pl_20604440.opus,jednoręki,pl
jednoręki/common_voice_pl_20775502.opus,jednoręki,pl
jednoręki/common_voice_pl_20630622.opus,jednoręki,pl
jednoręki/common_voice_pl_20773664.opus,jednoręki,pl
jednoręki/common_voice_pl_20642262.opus,jednoręki,pl
jednoręki/common_voice_pl_20663198.opus,jednoręki,pl
jednoręki/common_voice_pl_20773405.opus,jednoręki,pl
jednoręki/common_voice_pl_20688679.opus,jednoręki,pl
jednoręki/common_voice_pl_20635408.opus,jednoręki,pl
jednoręki/common_voice_pl_20777318.opus,jednoręki,pl
jednoręki/common_voice_pl_20684956.opus,jednoręki,pl
jednoręki/common_voice_pl_20760958.opus,jednoręki,pl
jednoręki/common_voice_pl_20653065.opus,jednoręki,pl
jednoręki/common_voice_pl_20671402.opus,jednoręki,pl
jednoręki/common_voice_pl_20739516.opus,jednoręki,pl
jednoręki/common_voice_pl_20618764.opus,jednoręki,pl
jednoręki/common_voice_pl_20634156.opus,jednoręki,pl
jednoręki/common_voice_pl_20653338.opus,jednoręki,pl
jednoręki/common_voice_pl_20647246.opus,jednoręki,pl
jednoręki/common_voice_pl_20632237.opus,jednoręki,pl
jednoręki/common_voice_pl_20651040.opus,jednoręki,pl
jednoręki/common_voice_pl_20744884.opus,jednoręki,pl
jednoręki/common_voice_pl_20704610.opus,jednoręki,pl
